aco_flight_number,plot_datetime,user_name,study_area,other_study_area,users,plot_id,tube_name,pre_survey_notes,gnss_unit,gnss_setup,other_gnss_setup,gnss_status,rover_height,tare_weight_g,plot_type,cardinal,distance_m,custom_distance,plot_features,sample_type,depth_cm,depth_timestamp,depth_final_cm,core_length_cm,plug_cm,mass_tube_g_drop,snow_depth,multi_core,multi_part_core_num,multi_core_num_copy,depth_cm_new,depth_cm_timestamp_new,core_section_length_cm,plug_cm_copy,mass_tube_g_new,core_length_final,core_features,depth_of_saturation,mass_final_g,depth_max,retrieval,swe_cm_drop,density_drop,sample_rating,notes,snow_pit_distance_from_centre,snow_pit_depth_above_ground,snow_pit_temperature,snow_pit_density,survey_end
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,N,10.0,,O,Density,232.0,5/10/2024 11:31,0.0,190.0,0.0,4750.0,232.0,no,,,,,,,,190.0,,,1120.0,232.0,82.0,99.803,0.43,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,N,2.5,,O,Depth,177.0,5/10/2024 11:32,177.0,,,,177.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,W,10.0,,O,Density,250.0,5/10/2024 11:40,0.0,215.0,0.0,4740.0,250.0,no,,,,,,,,215.0,,,1110.0,250.0,86.0,98.912,0.396,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,E,10.0,,O,Depth,263.0,5/10/2024 11:42,263.0,,,,263.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,E,7.5,,O,Depth,272.0,5/10/2024 11:43,272.0,,,,272.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,E,5.0,,O,Depth,189.0,5/10/2024 11:43,189.0,,,,189.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,E,2.5,,O,Depth,165.0,5/10/2024 11:43,165.0,,,,165.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,W,2.5,,O,Depth,220.0,5/10/2024 11:43,220.0,,,,220.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,W,5.0,,O,Depth,291.0,5/10/2024 11:44,291.0,,,,291.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,W,7.5,,O,Depth,275.0,5/10/2024 11:44,275.0,,,,275.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,W,10.0,,O,Depth,286.0,5/10/2024 11:45,286.0,,,,286.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SW,10.0,,O,Depth,228.0,5/10/2024 11:47,228.0,,,,228.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SW,7.5,,O,Depth,240.0,5/10/2024 11:47,240.0,,,,240.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SW,5.0,,O,Depth,271.0,5/10/2024 11:48,271.0,,,,271.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SW,2.5,,O,Depth,260.0,5/10/2024 11:49,260.0,,,,260.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,N,10.0,,O,Density,140.0,5/10/2024 11:49,0.0,90.0,0.0,4170.0,140.0,no,,,,,,,,90.0,,,540.0,140.0,64.0,48.119,0.344,Fair,Bf did 5 cores,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NE,10.0,,O,Depth,218.0,5/10/2024 11:51,218.0,,,,218.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NE,7.5,,O,Depth,223.0,5/10/2024 11:52,223.0,,,,223.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NE,5.0,,"O,R",Depth,157.0,5/10/2024 11:52,157.0,,,,157.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,E,10.0,,O,Density,250.0,5/10/2024 11:52,0.0,230.0,0.0,4860.0,250.0,,,,,,,,,230.0,,,1230.0,250.0,92.0,109.605,0.438,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NE,2.5,,O,Depth,155.0,5/10/2024 11:53,155.0,,,,155.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,Centre,,,O,Density,184.0,5/10/2024 11:55,0.0,140.0,0.0,4400.0,184.0,no,,,,,,,,140.0,,,770.0,184.0,76.0,68.615,0.373,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NW,10.0,,O,Depth,191.0,5/10/2024 11:56,191.0,,,,191.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NW,7.5,,O,Depth,182.0,5/10/2024 11:56,182.0,,,,182.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NW,5.0,,O,Depth,164.0,5/10/2024 11:56,164.0,,,,164.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,NW,2.5,,O,Depth,211.0,5/10/2024 11:56,211.0,,,,211.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SE,10.0,,O,Depth,206.0,5/10/2024 11:58,206.0,,,,206.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SE,7.5,,O,Depth,218.0,5/10/2024 11:59,218.0,,,,218.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SE,5.0,,O,Depth,199.0,5/10/2024 11:59,199.0,,,,199.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 11:22,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,N1A,CHRL 1,20-30 cm boot depth,No already surveyed,,,,,3630,Cardinal 10 m,SE,2.5,,"O,R",Depth,170.0,5/10/2024 11:59,170.0,,,,170.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 12:00
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,Centre,,,O,Depth,250.0,5/10/2024 9:35,250.0,,,,250.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,S,2.5,,O,Depth,242.0,5/10/2024 9:36,242.0,,,,242.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,S,5.0,,O,Depth,245.0,5/10/2024 9:37,245.0,,,,245.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,S,7.5,,O,Depth,244.0,5/10/2024 9:37,244.0,,,,244.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,S,10.0,,O,Depth,236.0,5/10/2024 9:37,236.0,,,,236.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,N,2.5,,O,Depth,196.0,5/10/2024 9:38,196.0,,,,196.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,N,5.0,,O,Depth,257.0,5/10/2024 9:38,257.0,,,,257.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,N,7.5,,O,Depth,273.0,5/10/2024 9:39,273.0,,,,273.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,N,10.0,,O,Depth,264.0,5/10/2024 9:39,264.0,,,,264.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,NE,10.0,,O,Depth,225.0,5/10/2024 9:41,225.0,,,,225.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,NE,7.5,,O,Depth,240.0,5/10/2024 9:42,240.0,,,,240.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,NE,5.0,,O,Depth,234.0,5/10/2024 9:42,234.0,,,,234.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,NE,2.5,,O,Depth,239.0,5/10/2024 9:42,239.0,,,,239.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,SW,10.0,,O,Depth,223.0,5/10/2024 9:44,223.0,,,,223.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,SW,7.5,,O,Depth,226.0,5/10/2024 9:44,226.0,,,,226.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,SW,5.0,,O,Depth,255.0,5/10/2024 9:44,255.0,,,,255.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,SW,2.5,,O,Depth,250.0,5/10/2024 9:45,250.0,,,,250.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,N,10.0,,O,Density,230.0,5/10/2024 9:45,0.0,204.0,0.0,4600.0,280.0,yes,1a,1b,262.0,5/10/2024 9:48,80.0,4.0,4010.0,280.0,,,1630.0,280.0,100.0,145.249,0.519,Fair,Actual max depth is 262,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,W,10.0,,O,Depth,196.0,5/10/2024 9:54,196.0,,,,196.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,W,7.5,,O,Depth,224.0,5/10/2024 9:54,224.0,,,,224.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,W,5.0,,O,Depth,228.0,5/10/2024 9:54,228.0,,,,228.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,W,2.5,,O,Depth,225.0,5/10/2024 9:55,225.0,,,,225.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,Centre,,,O,Density,245.0,5/10/2024 9:55,0.0,211.0,3.0,4780.0,245.0,no,,,,,,,,208.0,,,1290.0,245.0,85.0,114.952,0.475,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,E,10.0,,O,Depth,215.0,5/10/2024 9:56,215.0,,,,215.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,E,7.5,,O,Depth,207.0,5/10/2024 9:57,207.0,,,,207.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,E,5.0,,O,Depth,223.0,5/10/2024 9:57,223.0,,,,223.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,E,2.5,,O,Depth,225.0,5/10/2024 9:57,225.0,,,,225.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,W,10.0,,O,Density,178.0,5/10/2024 9:58,0.0,161.0,0.0,4420.0,178.0,,,,,,,,,161.0,,,930.0,178.0,90.0,82.872,0.466,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,S,10.0,,O,Density,225.0,5/10/2024 10:06,0.0,210.0,0.0,4670.0,225.0,no,,,,,,,,210.0,,,1180.0,225.0,93.0,105.15,0.467,Good,,,,,,5/10/2024 10:13
1,5/10/2024 9:15,CHRL-Shane McConkey,Cruickshank,,"RW, LM, SM",N3O,MOE 1,New set of tubes,No already surveyed,,,,,3490,Cardinal 10 m,E,10.0,,O,Density,195.0,5/10/2024 10:10,0.0,190.0,5.0,4360.0,195.0,no,,,,,,,,185.0,,,870.0,195.0,95.0,77.526,0.408,Good,,,,,,5/10/2024 10:13
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,S,10.0,,O,Depth,52.0,5/10/2024 14:57,52.0,,,,52.0,,,,,,,,,,,,,0.0,,,,Good,200 (SSW) from center,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,N,10.0,,O,Depth,14.0,5/10/2024 14:58,14.0,,,,14.0,,,,,,,,,,,,,0.0,,,,Good,Not on road,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,N,7.5,,O,Density,26.0,5/10/2024 14:59,0.0,22.0,0.0,680.0,26.0,no,,,,,,,,22.0,,,150.0,26.0,85.0,13.367,0.514,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,N,5.0,,O,Depth,29.0,5/10/2024 15:00,29.0,,,,29.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,N,2.5,,O,Depth,30.0,5/10/2024 15:01,30.0,,,,30.0,,,,,,,,,,,,,0.0,,,,Good,Not North,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,S,7.5,,O,Depth,52.0,5/10/2024 15:01,52.0,,,,52.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,S,5.0,,O,Depth,40.0,5/10/2024 15:01,40.0,,,,40.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,S,2.5,,O,Depth,46.0,5/10/2024 15:01,46.0,,,,46.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,W,10.0,,O,Density,60.0,5/10/2024 15:03,0.0,51.0,0.0,820.0,60.0,no,,,,,,,,51.0,,,290.0,60.0,85.0,25.842,0.431,Good,290 azimuth,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,E,10.0,,O,Depth,0.0,5/10/2024 15:04,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,E,7.5,,O,Depth,0.0,5/10/2024 15:04,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,E,5.0,,O,Depth,11.0,5/10/2024 15:04,11.0,,,,11.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,E,2.5,,O,Depth,18.0,5/10/2024 15:05,18.0,,,,18.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,W,2.5,,O,Depth,57.0,5/10/2024 15:05,57.0,,,,57.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
1,5/10/2024 14:50,CHRL-Nikolai Schirmer,Cruickshank,,Tm bf ak,R1O,S2,"Too little snow, taking plot on road. Not following true cardinals but following road azimuth as pseudo N-S. stump on NE side of road 10 m from center bearing 123 deg. See photo on SE 10",No will survey later,,,,,530,Cardinal 10 m,W,5.0,,O,Depth,84.0,5/10/2024 15:05,84.0,,,,84.0,,,,,,,,,,,,,0.0,,,,Good,,,,,,5/10/2024 15:16
